id,thread_number,retweets,likes,replies
960920495129616384,Thread 83,2,48,3
960923400427524096,Thread 83,2,90,5
960923399026544640,Thread 83,2,57,3
960924936692002816,Thread 83,2,83,14
960848831092011008,Thread 84,489,379,21
960849475546869761,Thread 84,45,37,2
960849757559287808,Thread 84,40,33,2
960850148694863872,Thread 84,36,25,1
960850580519440384,Thread 84,32,24,1
960850855577735170,Thread 84,25,20,2
960851189897351168,Thread 84,44,35,4
960852317095555073,Thread 84,27,22,2
960852955619643394,Thread 84,53,44,3
960854097959190530,Thread 84,25,19,1
960854513879076864,Thread 84,24,24,3
960854885964091392,Thread 84,24,15,1
960855848082903040,Thread 84,37,31,1
960858384143671296,Thread 84,63,37,2
960859470896168960,Thread 84,22,16,1
960860253767249920,Thread 84,36,18,3
960860564783288322,Thread 84,33,19,1
960860778621530113,Thread 84,12,28,7
960870141633363968,Thread 85,293,582,14
960870142791036928,Thread 85,45,152,2
960870145114722307,Thread 85,38,150,11
960870151146139648,Thread 85,66,220,1
960870149837422593,Thread 85,31,127,1
960870148117794816,Thread 85,37,151,7
960870154056978432,Thread 85,47,167,8
960870160172310530,Thread 85,72,205,8
960870164429524992,Thread 85,38,142,3
960870163116675072,Thread 85,51,180,4
960870168296599552,Thread 85,133,265,5
960870165708754944,Thread 85,36,145,4
960870167038320641,Thread 85,44,175,14
960870172570607616,Thread 85,95,233,5
960870170431508480,Thread 85,51,175,5
960870175196303362,Thread 85,92,321,11
960870176395808768,Thread 85,45,178,4
960870180355223552,Thread 85,37,177,5
960870177746358273,Thread 85,75,295,18
960721659115089920,Thread 86,138,128,17
960721660268617733,Thread 86,22,37,3
960721665096167424,Thread 86,32,39,1
960721663997362176,Thread 86,15,24,2
960721662713905152,Thread 86,28,34,2
960721661380124672,Thread 86,26,28,3
960721666312515584,Thread 86,21,34,1
960721668652941312,Thread 86,13,28,1
960721667604463616,Thread 86,15,26,3
960721672176156672,Thread 86,17,33,2
960721669995118592,Thread 86,15,32,2
960721671098216449,Thread 86,14,35,1
960721673346465798,Thread 86,15,33,5
960721677444251648,Thread 86,11,29,1
960721675951091712,Thread 86,30,31,1
960721674625720320,Thread 86,19,28,1
960723988073758721,Thread 86,21,37,8
964010680155164672,Thread 86,19,28,4
964100120219439104,Thread 87,445,550,28
964101878605901826,Thread 87,169,265,9
964102560121544704,Thread 87,153,259,12
964103144207736832,Thread 87,142,260,11
964104911335165952,Thread 87,142,226,44
964106711647772674,Thread 87,152,250,8
964107413623312385,Thread 87,154,377,27
964204842175508480,Thread 87,205,331,17
964205675713736704,Thread 87,114,222,14
964225981480398849,Thread 87,202,289,20
964235530673238018,Thread 87,189,284,21
964270917005316096,Thread 87,162,219,17
964272599231496197,Thread 87,190,246,21
964277178291642369,Thread 87,136,177,13
964281580712792070,Thread 87,155,208,14
964288449963544577,Thread 87,163,259,19
964293058538950657,Thread 87,231,313,21
964340445215117313,Thread 87,10,34,4
961696447656640512,Thread 88,908,1119,56
961696791832936448,Thread 88,184,373,4
961698120731017216,Thread 88,243,427,6
961698977430171648,Thread 88,285,440,9
961701321177886720,Thread 88,196,356,2
961701791241928704,Thread 88,184,364,2
961702780028174336,Thread 88,251,424,2
961703744059490304,Thread 88,255,452,8
961704319631335424,Thread 88,392,614,9
961705267019657216,Thread 88,297,541,7
961706182774743040,Thread 88,304,554,9
961708171042553856,Thread 88,177,344,2
961709353400123392,Thread 88,181,301,5
961710744222842880,Thread 88,192,305,6
961710974431473664,Thread 88,133,252,5
961714247100084224,Thread 88,156,275,2
961715808123551744,Thread 88,163,301,19
963450420562718720,Thread 89,363,599,42
963451370698354689,Thread 89,25,30,1
963452648837009410,Thread 89,17,31,5
963453070301687809,Thread 89,11,21,1
963458766678183942,Thread 89,15,25,2
963459305025531906,Thread 89,25,40,3
963459580788436992,Thread 89,20,41,6
963459846078189568,Thread 89,18,33,1
963459931901972480,Thread 89,27,50,2
963460274035576835,Thread 89,14,25,1
963460483230699522,Thread 89,12,21,1
963460676600696832,Thread 89,9,19,1
963461307495219203,Thread 89,1,10,1
963461648303513602,Thread 89,14,28,2
963461895872270336,Thread 89,1,2,1
963480992039292928,Thread 89,17,15,6
963172167516086272,Thread 90,1625,2073,127
963172169550360576,Thread 90,89,455,9
963172173845270528,Thread 90,82,383,4
963172171588698112,Thread 90,89,448,4
963172175745347586,Thread 90,90,468,6
963172177846644739,Thread 90,83,457,6
963172182867238914,Thread 90,101,448,4
963172180124192768,Thread 90,75,420,4
963172185039949829,Thread 90,99,432,9
963172186918981633,Thread 90,102,444,3
963172189712404481,Thread 90,97,497,6
963172191872454656,Thread 90,73,407,5
963172194086981633,Thread 90,88,427,4
963172196012167171,Thread 90,78,406,4
963172198109229056,Thread 90,81,435,4
963172199812288512,Thread 90,62,334,3
963172203784175617,Thread 90,127,678,12
963172201666109440,Thread 90,85,417,33
963415246382813185,Thread 90,61,195,19
963217232485433344,Thread 91,25,36,16
963217231000694785,Thread 91,845,1091,1
963217236612673536,Thread 91,13,16,1
963217238164557825,Thread 91,3,7,1
963217234523901952,Thread 91,4,10,1
963217239540359168,Thread 91,27,41,5
963217241138388992,Thread 91,13,16,1
963217242677657600,Thread 91,7,18,1
963217245609459712,Thread 91,6,6,1
963217244044972032,Thread 91,11,14,1
963217250458025984,Thread 91,6,6,1
963217248797171712,Thread 91,8,5,1
963217247304007680,Thread 91,7,8,1
963217253490597888,Thread 91,7,14,3
963217251984789506,Thread 91,8,11,1
963217255059238913,Thread 91,8,18,6
961760315858980864,Thread 92,145,360,21
961761787279486976,Thread 92,0,40,3
961762929694707712,Thread 92,0,30,1
961762934119653376,Thread 92,0,19,1
961763764281446401,Thread 92,0,24,1
961764189109915648,Thread 92,0,29,1
961764746964946944,Thread 92,1,30,1
961768651270639616,Thread 92,0,32,1
961769755005865985,Thread 92,4,132,1
961770560706547714,Thread 92,0,38,1
961771235381272577,Thread 92,0,37,1
961772173420584961,Thread 92,0,35,1
961773055319117825,Thread 92,1,59,1
961773061199548416,Thread 92,0,22,1
961773685257404418,Thread 92,0,22,1
961774273277898757,Thread 92,1,30,1
961775204790886400,Thread 92,0,35,1
961775864286515200,Thread 92,7,86,2
961776440780959744,Thread 92,4,60,2
961776919174934529,Thread 92,7,175,4
966077144135880704,Thread 93,132,190,7
966077797407117314,Thread 93,2,27,1
966077965464428546,Thread 93,7,65,4
966078130380296194,Thread 93,4,54,2
966078754736037888,Thread 93,3,24,2
966078971363328000,Thread 93,13,55,1
966079304466681858,Thread 93,9,44,1
966079451116310529,Thread 93,8,61,1
966079630603096064,Thread 93,8,63,1
966080115976409088,Thread 93,31,91,3
966080353457799175,Thread 93,5,50,1
966080528549138435,Thread 93,5,27,1
966080666894000128,Thread 93,3,25,1
966080825270964224,Thread 93,3,23,1
966080977838669831,Thread 93,4,23,2
966081136937127947,Thread 93,5,19,1
966081294840074240,Thread 93,3,19,1
966081500855889920,Thread 93,1,34,7
966050292537090048,Thread 94,407,587,41
966050483243704320,Thread 94,118,358,16
966050714320494592,Thread 94,212,538,7
966050869513895937,Thread 94,95,334,14
966051139132141568,Thread 94,244,729,22
966052006925279232,Thread 94,80,248,19
966052416708796416,Thread 94,69,277,3
966052895689879552,Thread 94,145,313,7
966053154323181568,Thread 94,180,472,6
966053464743723013,Thread 94,189,471,9
966054439319568384,Thread 94,118,273,8
966054734997069824,Thread 94,130,398,4
966055094629236736,Thread 94,135,457,11
966059009068314626,Thread 94,98,291,19
966059692567937024,Thread 94,85,334,11
966059946990215168,Thread 94,142,392,14
966061629518503936,Thread 94,167,533,28
997733917925896192,Thread 95,71,166,13
997738178223128578,Thread 95,10,25,1
997741584740270080,Thread 95,15,30,2
997746218796138496,Thread 95,33,47,1
997760892971442178,Thread 95,26,36,2
997770156091805696,Thread 95,39,81,1
997774405773266944,Thread 95,22,20,3
997780903974850560,Thread 95,17,37,3
997782512209420290,Thread 95,37,50,6
997788961480347648,Thread 95,36,46,2
997793230161883138,Thread 95,22,31,3
997794540890284034,Thread 95,13,17,2
997795923261607937,Thread 95,75,146,5
997804219968172032,Thread 95,30,70,4
997811410712367105,Thread 95,18,35,2
997812453495930880,Thread 95,56,110,2
997824506730344448,Thread 95,66,135,4
997847779815886849,Thread 95,31,98,7
997878719913054208,Thread 95,90,186,10
997912373154414593,Thread 95,113,273,8
965970429990047744,Thread 96,284,397,19
965972698252894208,Thread 96,140,173,7
965981910450294784,Thread 96,82,108,4
965985383308779521,Thread 96,71,90,4
965989547837452288,Thread 96,84,103,3
965991479129837569,Thread 96,72,90,2
965996272808230912,Thread 96,94,132,3
965999259911905280,Thread 96,95,135,3
966048043526221825,Thread 96,61,74,2
966064276858441728,Thread 96,61,81,2
966090034301558786,Thread 96,61,81,2
966101208619470848,Thread 96,177,248,9
966103243792306176,Thread 96,56,86,3
966110516308570112,Thread 96,65,80,2
966136124967137281,Thread 96,52,87,2
966144016382341121,Thread 96,194,188,3
994070193319145472,Thread 96,54,81,1
964034409052585984,Thread 97,136,101,8
964034956182736896,Thread 97,23,32,1
964035770150367232,Thread 97,12,21,3
964035915529138176,Thread 97,15,29,1
964036486210310144,Thread 97,32,47,1
964037022305275905,Thread 97,14,25,2
964037339247886336,Thread 97,18,25,1
964037558500868097,Thread 97,15,24,1
964037944951492608,Thread 97,16,23,2
964039171772837888,Thread 97,11,21,1
964039603068915712,Thread 97,26,35,1
964040077910327296,Thread 97,18,28,1
964040924018892800,Thread 97,16,27,1
964041042084298754,Thread 97,15,27,1
964042641531838464,Thread 97,34,31,2
964043681572446208,Thread 97,23,30,3
964044158557085696,Thread 97,43,45,1
964046172015898625,Thread 97,29,33,2
964046566184009728,Thread 97,29,38,2
965761059910045697,Thread 98,143,473,14
965761065630994432,Thread 98,19,130,3
965761064263700482,Thread 98,13,85,4
965761068617388033,Thread 98,12,97,4
965761067375833088,Thread 98,10,81,2
965761074627739648,Thread 98,8,40,3
965761073327628288,Thread 98,14,104,1
965761075831590913,Thread 98,62,352,11
965761076959772675,Thread 98,10,75,2
965761080562765826,Thread 98,5,42,1
965761084106969090,Thread 98,7,63,1
965761086581563393,Thread 98,4,45,1
965761085381992449,Thread 98,4,44,1
965761089706315778,Thread 98,25,136,2
965761088305483776,Thread 98,13,64,9
965969543108747264,Thread 98,2,34,1
981174197442502657,Thread 98,5,27,2
999150018404679680,Thread 99,65,107,10
999150022003437568,Thread 99,12,34,1
999150026055213056,Thread 99,8,29,1
999150029968375808,Thread 99,18,36,1
999150033386790912,Thread 99,32,55,2
999150037476265984,Thread 99,22,50,2
999150041662197761,Thread 99,20,41,2
999150044233326592,Thread 99,9,37,1
999150048834473984,Thread 99,9,23,1
999150054236721153,Thread 99,9,39,1
999150060737892352,Thread 99,18,44,2
999150064919568384,Thread 99,23,42,2
999150070519029761,Thread 99,16,52,1
999150074537144320,Thread 99,15,35,2
999150079670915072,Thread 99,12,29,1
999150087279431680,Thread 99,15,33,2
999150091079471104,Thread 99,17,51,2
999389983470387205,Thread 99,8,21,5
999884342749937672,Thread 99,4,5,1
